tariff.plan;payment.method;sex;age;activation.zone;activation.channel;vas1;vas2;q01.out.ch.peak;q01.out.dur.peak;q01.out.val.peak;q01.out.ch.offpeak;q01.out.dur.offpeak;q01.out.val.offpeak;q01.in.ch.tot;q01.in.dur.tot;q01.ch.sms;q01.ch.cc;q02.out.ch.peak;q02.out.dur.peak;q02.out.val.peak;q02.out.ch.offpeak;q02.out.dur.offpeak;q02.out.val.offpeak;q02.in.ch.tot;q02.in.dur.tot;q02.ch.sms;q02.ch.cc;q03.out.ch.peak;q03.out.dur.peak;q03.out.val.peak;q03.out.ch.offpeak;q03.out.dur.offpeak;q03.out.val.offpeak;q03.in.ch.tot;q03.in.dur.tot;q03.ch.sms;q03.ch.cc;q04.out.ch.peak;q04.out.dur.peak;q04.out.val.peak;q04.out.ch.offpeak;q04.out.dur.offpeak;q04.out.val.offpeak;q04.in.ch.tot;q04.in.dur.tot;q04.ch.sms;q04.ch.cc;q05.out.ch.peak;q05.out.dur.peak;q05.out.val.peak;q05.out.ch.offpeak;q05.out.dur.offpeak;q05.out.val.offpeak;q05.in.ch.tot;q05.in.dur.tot;q05.ch.sms;q05.ch.cc;q06.out.ch.peak;q06.out.dur.peak;q06.out.val.peak;q06.out.ch.offpeak;q06.out.dur.offpeak;q06.out.val.offpeak;q06.in.ch.tot;q06.in.dur.tot;q06.ch.sms;q06.ch.cc;q07.out.ch.peak;q07.out.dur.peak;q07.out.val.peak;q07.out.ch.offpeak;q07.out.dur.offpeak;q07.out.val.offpeak;q07.in.ch.tot;q07.in.dur.tot;q07.ch.sms;q07.ch.cc;q08.out.ch.peak;q08.out.dur.peak;q08.out.val.peak;q08.out.ch.offpeak;q08.out.dur.offpeak;q08.out.val.offpeak;q08.in.ch.tot;q08.in.dur.tot;q08.ch.sms;q08.ch.cc;q09.out.ch.peak;q09.out.dur.peak;q09.out.val.peak;q09.out.ch.offpeak;q09.out.dur.offpeak;q09.out.val.offpeak;q09.in.ch.tot;q09.in.dur.tot;q09.ch.sms;q09.ch.cc;y
6;Bollettino Postale;B;34.55;1;5;N;N;168;19407;830.974;0;0;0;138;13018;0;1;304;33562;1.453.532;0;0;0;238;15185;0;0;341;37181;1.615.761;0;0;0;232;20697;0;0;221;28518;1.196.383;0;0;0;154;9168;0;1;213;26160;1.109.019;0;0;0;128;9105;0;0;254;33250;1.392.306;0;0;0;215;11860;0;0;308;38965;1.641.259;0;0;0;138;12892;0;1;124;11362;514.226;0;0;0;5;504;5;1;236;31945;1.329.334;0;0;0;95;12156;0;0;159
6;Carta di Credito;B;29.96;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;Domiciliazione Bancaria;B;29.73;1;5;N;N;44;2841;141.989;0;0;0;16;1464;0;0;22;2068;92.993;0;0;0;13;1560;0;0;46;4250;191.936;0;0;0;17;2285;0;0;37;1661;94.667;0;0;0;16;424;0;0;57;5511;246.169;0;0;0;31;1876;0;0;69;3087;176.189;0;0;0;32;718;0;0;42;2148;116.373;0;0;0;22;1178;0;0;25;1725;84.441;0;0;0;14;828;0;0;34;2447;118.274;0;0;0;25;2769;0;0;74
7;Carta di Credito;M;43.44;2;5;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476;91831;3.503.592;0;0;0;466;41364;0;1;482;69956;2.873.169;0;0;0;382;33961;1;0;402;69587;2.777.939;0;0;0;390;28431;2;14;362;68508;270.203;0;0;0;446;38717;0;2;248;40114;1.582.321;0;0;0;208;24316;1;5;342;58598;2.312.699;0;0;0;286;37363;2;3;3028
8;Carta di Credito;M;21.21;2;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;614;37.655;0;0;0;1;18;0;0;39;2512;536.191;0;0;0;9;968;0;0;16;1171;217.134;0;0;0;49;2451;0;0;22;1910;151.668;0;0;0;40;3687;0;0;43;3563;300.273;0;0;0;14;472;0;0;407
3;Domiciliazione Bancaria;M;29.44;1;5;N;N;103;15592;904.058;128;20337;827.896;245;45390;0;0;140;21389;1.146.188;79;14393;48.877;305;52523;0;2;202;33852;1.724.744;166;32991;988.447;623;109126;0;2;162;19004;1.078.016;170;24814;901.083;502;110216;0;0;173;17637;1.030.688;131;15054;58.451;607;96331;2;2;161;16618;975.897;97;8722;347.322;498;80517;0;0;108;14834;781.957;92;11123;440.522;447;63582;0;0;25;3859;212.791;13;1236;64.134;91;21001;0;0;116;19408;977.839;89;8982;470.286;414;70262;1;0;31185
8;Carta di Credito;B;27.44;2;5;Y;N;5;343;22.734;0;0;0;36;3437;0;0;7;514;3.357;0;0;0;50;5465;2;0;8;854;52.018;0;0;0;93;9181;4;0;32;2757;174.299;0;0;0;89;9976;9;0;33;3964;237.173;0;0;0;102;13071;1;0;46;6745;39.306;0;0;0;53;4673;9;1;35;3403;210.482;0;0;0;73;9680;2;2;20;1591;10.216;0;0;0;40;4150;1;0;22;3195;124.972;0;0;0;32;4219;1;0;394
6;Domiciliazione Bancaria;B;32.45;3;5;N;N;158;7991;433.757;0;0;0;64;3881;7;0;195;10040;54.056;0;0;0;106;5628;2;0;139;10610;504.108;0;0;0;145;7775;0;0;150;10832;523.052;0;0;0;84;5293;0;0;150;11438;543.659;0;0;0;59;4560;0;1;155;12516;585.435;0;0;0;67;5364;0;0;138;11124;520.558;0;0;0;40;2653;0;0;57;5228;236.553;0;0;0;45;1875;0;0;157;11766;562.029;0;0;0;79;4711;0;0;1035
8;Domiciliazione Bancaria;B;20.65;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2138;137.419;0;0;0;27;732;0;0;46;1758;137.569;0;0;0;51;1460;0;0;60;5026;319.454;0;0;0;34;2328;0;0;85;4194;302.649;0;0;0;30;1675;0;0;0
7;Domiciliazione Bancaria;B;39.93;2;5;N;N;8;659;38.254;1;551;15.034;24;1879;0;0;12;3697;192.251;0;0;0;10;495;0;2;14;901;58.298;1;39;0.2025;30;1524;0;0;13;3338;126.868;0;0;0;20;1762;0;3;6;322;17.136;0;0;0;12;1001;0;0;38;2669;126.857;0;0;0;24;1008;0;1;23;1930;82.256;0;0;0;67;3506;0;0;22;3229;130.922;0;0;0;34;4128;0;0;24;4710;183.812;0;0;0;48;5012;0;0;0
8;Carta di Credito;F;23.86;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;2938;139.722;0;0;0;11;1443;5;4;0
7;Carta di Credito;B;15.18;4;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Carta di Credito;M;20.22;4;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;67;0.6533;0;0;0;8;240;0;0;63;2650;20.084;0;0;0;182;11374;0;0;80;4894;333.373;0;0;0;168;9111;0;0;115;5390;393.907;0;0;0;230;11119;0;0;57
7;Domiciliazione Bancaria;M;38.91;2;5;N;N;53;2888;195.267;9;377;17.838;119;5580;0;0;74;3690;254.923;8;503;21.046;125;6721;0;0;43;2288;155.727;0;0;0;170;8212;0;0;80;4192;229.668;0;0;0;189;10901;0;0;77;3856;210.559;0;0;0;171;7152;0;0;85;4720;248.204;0;0;0;180;8409;0;0;104;7086;348.231;0;0;0;250;12222;0;0;79;5401;265.154;0;0;0;148;6720;0;0;67;3929;202.735;0;0;0;203;9874;0;0;313
7;Bollettino Postale;B;44.55;3;5;N;N;242;28213;1.407.443;108;16535;482.737;204;21623;8;0;341;26851;1.368.885;48;4030;143.616;237;26961;6;4;377;45120;1.718.133;0;0;0;265;30912;14;0;417;47385;1.828.552;0;0;0;205;21523;16;0;439;46328;1.911.304;0;0;0;274;26454;37;0;415;43650;1.699.453;0;0;0;242;23751;6;1;367;37274;1.480.005;0;0;0;181;11969;9;0;358;32542;1.431.417;0;0;0;153;16202;25;0;428;56655;2.149.669;0;0;0;245;26830;28;0;2216
6;Domiciliazione Bancaria;B;28.75;3;5;Y;N;76;6520;298.006;0;0;0;50;1121;0;0;95;8078;37.267;0;0;0;60;2482;0;0;112;10973;48.861;0;0;0;126;3907;0;0;189;15531;721.986;0;0;0;100;4724;0;0;162;22529;928.791;0;0;0;110;5442;1;0;254;47843;1.789.187;0;0;0;152;5958;11;1;215;31990;763.726;0;0;0;151;5759;10;0;139;20617;677.328;0;0;0;117;6412;1;0;231;46433;1.035.289;0;0;0;227;16333;2;0;4599
8;Carta di Credito;F;15.63;1;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Domiciliazione Bancaria;B;20.78;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;12221;782.076;0;0;0;92;6112;0;0;207;11807;817.675;0;0;0;87;7193;5;0;119;8326;549.505;0;0;0;57;5504;5;0;116;10255;645.199;0;0;0;79;7541;0;0;354
7;Carta di Credito;B;23.01;1;7;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;3955;174.702;0;0;0;10;330;0;0;503;59100;2.465.013;0;0;0;219;22653;0;3;673;76381;3.188.977;0;0;0;406;43001;0;2;646;71145;2.955.445;0;0;0;372;38761;0;0;727;77829;3.443.105;0;0;0;390;36404;0;3;127;12292;535.308;0;0;0;82;8559;0;1;822;98769;3.860.495;0;0;0;470;54153;2;3;2455
7;Carta di Credito;M;16.16;2;7;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Domiciliazione Bancaria;M;37.86;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3650;334.814;19;2407;60.048;26;1836;0;0;55;13891;1.163.056;49;8678;237.105;194;26742;0;3;3960
7;Carta di Credito;B;23.67;1;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;35003;1.397.031;0;0;0;73;9384;0;1;256;29213;1.286.876;0;0;0;60;1836;0;2;200;24213;1.029.366;0;0;0;53;3166;14;3;165;10896;538.644;0;0;0;34;2780;0;0;173;19436;838.163;0;0;0;33;1611;0;0;228;23595;1.037.371;0;0;0;96;8933;1;0;230;31845;1.316.655;0;0;0;47;3764;0;0;0
8;Domiciliazione Bancaria;B;23.31;2;5;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;248;18.417;0;0;0;1;7;7;0;50;2509;166.841;0;0;0;16;908;2;0;55;3526;218.182;0;0;0;30;1035;0;0;52;3073;209.062;0;0;0;24;1597;0;0;32;1733;121.027;0;0;0;21;938;1;0;34;2019;131.666;0;0;0;22;1008;0;0;45;3184;206.025;0;0;0;37;2439;1;0;85
7;Carta di Credito;B;20.16;1;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;4715;222.206;0;0;0;50;2031;0;7;316;21878;1.068.823;0;0;0;393;16357;0;4;91;8269;374.999;0;0;0;138;7123;0;1;182;18203;805.564;0;0;0;207;13032;4;0;291
7;Carta di Credito;B;20.49;1;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;960;51.212;0;0;0;10;178;0;0;24;1858;87.932;0;0;0;24;983;0;0;28;2168;102.579;0;0;0;17;549;0;0;30;3131;137.372;0;0;0;28;4234;0;0;0
7;Carta di Credito;B;19.8;4;2;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;12250;568.505;0;0;0;162;24929;0;0;13;962;46.125;0;0;0;15;2928;0;0;175;14649;657.718;0;0;0;178;37333;0;1;13
3;Bollettino Postale;B;36.95;1;7;N;N;1;109;0.6337;4;163;0.8279;23;1425;0;0;4;204;14.053;1;103;0.3651;89;6437;0;0;3;204;13.025;0;0;0;185;7888;0;1;0;0;0;0;0;0;24;446;0;0;0;0;0;0;0;0;33;800;0;0;0;0;0;0;0;0;21;383;0;0;0;0;0;0;0;0;16;299;0;0;0;0;0;0;0;0;5;96;0;0;0;0;0;0;0;0;6;59;0;0;0
7;Carta di Credito;B;23.18;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;3872;183.239;0;0;0;144;16163;0;0;125;18135;745.376;0;0;0;241;48189;0;0;137;16013;685.684;0;0;0;195;25228;0;0;182;18040;80.105;0;0;0;317;35791;0;0;91;11759;493.619;0;0;0;272;19671;0;0;183;18014;801.195;0;0;0;290;31671;0;2;203;28493;1.176.938;0;0;0;262;30827;0;0;317
7;Domiciliazione Bancaria;B;23.67;1;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;28558;1.305.169;0;0;0;236;14867;0;0;379;30481;1.427.332;0;0;0;239;14116;0;0;375;25087;1.239.874;0;0;0;269;15529;0;0;315;22244;1.081.326;0;0;0;252;14732;0;0;372;27493;1.317.487;0;0;0;255;15331;1;0;291;19651;967.412;0;0;0;143;8486;0;1;445;36173;1.687.879;0;0;0;244;17795;0;0;2572
8;Carta di Credito;F;17.08;3;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Bollettino Postale;B;17.34;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;2839;264.519;0;0;0;21;1271;4;0;164
8;Domiciliazione Bancaria;F;32.13;2;5;N;N;2;376;28.922;2;187;11.362;0;0;0;0;1;96;0.7602;7;315;17.683;0;0;0;0;3;274;21.986;3;686;3.388;0;0;0;0;13;2981;217.434;6;399;33.513;1;42;0;0;7;857;65.884;5;551;42.251;0;0;0;0;11;915;74.122;5;274;23.917;0;0;0;0;1;100;0.7876;0;0;0;1;1;0;0;2;41;0.7695;2;30;0.4121;9;471;0;0;8;568;47.142;11;925;72.035;2;27;0;0;20
8;Domiciliazione Bancaria;B;28.13;3;5;Y;N;102;9869;610.963;0;0;0;73;10174;44;0;94;5544;381.156;0;0;0;104;7512;7;1;50;2972;202.885;0;0;0;119;10214;7;0;55;3727;24.775;0;0;0;120;9295;11;1;65;4060;275.117;0;0;0;90;8608;14;1;50;2473;17.732;0;0;0;73;4939;20;8;86;6396;416.548;0;0;0;137;7892;15;3;64;4517;29.752;0;0;0;64;4364;22;3;123;8840;579.935;0;0;0;90;9447;27;0;316
7;Domiciliazione Bancaria;M;41.57;4;2;N;N;317;23212;1.116.244;0;0;0;120;11083;0;0;274;20264;971.698;0;0;0;109;13223;0;0;408;30856;1.469.981;0;0;0;172;13725;0;0;380;26914;130.708;0;0;0;157;13149;0;0;387;28549;1.369.959;0;0;0;170;15086;0;0;389;28109;1.355.069;0;0;0;130;9151;0;0;513;43605;2.009.637;0;0;0;185;19550;0;0;238;20470;940.473;0;0;0;65;7284;0;0;471;40548;1.862.437;0;0;0;218;18208;0;0;625
7;Carta di Credito;M;24.59;3;5;Y;N;0;0;0;0;0;0;0;0;0;0;152;21650;1.266.161;0;0;0;239;17703;0;1;155;17469;1.044.291;0;0;0;257;15729;0;0;185;21044;1.196.512;0;0;0;322;23656;0;0;183;19839;1.156.874;0;0;0;318;20163;0;0;211;20610;1.222.779;0;0;0;361;21379;0;1;243;23407;1.391.035;0;0;0;342;18507;0;0;158;13384;63.58;0;0;0;187;13157;1;5;200;27461;1.111.131;0;0;0;258;23785;0;0;143
8;Carta di Credito;M;41.77;3;5;N;N;102;7121;465.007;0;0;0;110;8931;0;0;93;6526;430.405;0;0;0;88;7922;0;0;127;12676;780.645;0;0;0;142;17148;0;0;150;10310;68.211;0;0;0;168;16326;0;0;85;8655;53.021;0;0;0;70;6723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Carta di Credito;M;25.8;4;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;5635;363.043;0;0;0;35;2896;0;2;15;954;64.371;0;0;0;2;73;0;1;8;277;2.245;0;0;0;4;159;0;2;0
8;Carta di Credito;M;25.9;1;5;N;N;38;2894;191.921;0;0;0;16;717;0;0;14;1899;111.751;0;0;0;19;544;0;0;31;2111;140.172;0;0;0;10;654;0;1;21;1207;83.537;0;0;0;12;263;0;0;21;1700;107.754;0;0;0;24;689;0;0;25;2771;167.787;0;0;0;15;1390;0;0;47;3037;20.413;0;0;0;19;1866;0;0;20;1428;93.809;0;0;0;13;516;0;0;21;1895;11.878;0;0;0;10;997;0;0;0
7;Domiciliazione Bancaria;B;32.45;1;5;Y;N;216;35144;1.828.975;0;0;0;35;1033;0;0;73;9899;410.764;0;0;0;49;2661;0;0;331;36272;1.570.427;0;0;0;104;8499;0;0;190;24808;1.118.532;0;0;0;24;673;0;0;132;19054;783.852;0;0;0;5;346;0;0;269;33240;1.406.421;0;0;0;41;2119;1;0;250;23649;1.091.377;0;0;0;53;3769;1;0;249;31529;150.008;0;0;0;67;4025;4;0;131;14243;611.593;0;0;0;35;3408;2;0;761
7;Carta di Credito;F;24.98;4;5;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;Carta di Credito;B;31.96;1;5;Y;N;11;636;42.303;23;2285;81.817;2;34;0;0;19;1420;88.696;39;2299;9.871;16;758;0;0;25;1173;82.871;9;718;27.537;7;470;0;0;21;1126;76.461;28;2212;85.138;5;43;0;0;15;991;63.705;24;1351;59.124;11;218;0;0;52;6034;346.708;29;3274;112.887;15;939;0;0;32;3556;206.051;17;1666;59.888;23;3316;0;0;16;1438;86.486;14;1703;5.773;0;0;0;0;23;1907;116.528;17;1188;47.752;13;1209;0;0;6323
8;Carta di Credito;F;17.93;1;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;150;11.822;0;0;0;3;77;0;1;0
7;Domiciliazione Bancaria;B;18.65;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;6479;286.251;0;0;0;14;294;0;2;44;5385;227.406;0;0;0;7;928;0;0;255
4;Domiciliazione Bancaria;B;42.78;1;7;Y;N;170;12367;702.619;62;6043;216.597;217;19948;0;0;190;12185;715.567;45;3664;139.583;210;15276;0;4;244;18533;1.041.838;80;6398;245.203;356;24901;0;0;219;17784;983.014;70;5425;210.172;365;27294;0;0;132;7650;461.366;63;6070;219.293;362;23637;0;0;255;21510;1.179.035;39;2351;100.043;155;13262;0;0;104;13519;683.489;26;4028;129.218;125;8402;0;0;4;616;30.373;5;1127;33.797;4;107;0;0;48;4977;257.536;22;3638;115.552;116;10546;0;0;18756
7;Domiciliazione Bancaria;B;23.67;1;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;44912;1.760.736;0;0;0;100;12314;12;4;297;37608;1.582.734;0;0;0;72;7561;1;0;386;55817;2.294.458;0;0;0;105;15199;0;4;318;45096;1.861.006;0;0;0;106;14030;2;0;256;39484;1.605.179;0;0;0;85;8217;0;0;221;30153;1.249.883;0;0;0;38;5408;7;0;240;36522;1.488.992;0;0;0;60;9587;1;0;1982
7;Bollettino Postale;B;28;2;5;N;N;204;17524;1.053.443;0;0;0;243;11947;1;1;177;16775;752.855;0;0;0;388;15194;0;0;180;15626;716.945;0;0;0;283;7425;0;0;133;11161;516.694;0;0;0;226;5017;0;0;119;11572;516.163;0;0;0;237;4583;0;0;140;15865;683.722;0;0;0;240;3931;0;0;0;0;0;0;0;0;92;1171;0;0;38;2436;122.034;0;0;0;61;3494;0;0;129;10624;494.285;0;0;0;97;4171;0;0;246
8;Bollettino Postale;B;33.34;1;5;Y;N;73;6269;380.396;73;6119;230.882;123;8381;0;0;83;6317;372.835;52;5752;198.113;142;8955;0;0;44;3109;196.698;71;7048;250.358;129;8444;0;0;58;6036;353.561;67;5138;199.771;115;8075;0;0;23;1876;11.503;50;5385;188.476;92;7343;0;0;140;11486;730.337;1;343;0.9751;108;8717;0;0;161;10893;724.398;0;0;0;117;8524;0;0;81;5778;378.661;0;0;0;76;7032;0;0;0;0;0;0;0;0;113;10019;0;0;0
8;Carta di Credito;M;19.08;1;5;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;130;10.789;0;0;0;3;63;0;5;30;1601;113.001;0;0;0;32;1233;0;0;67;3861;267.008;0;0;0;35;1345;0;0;244
8;Domiciliazione Bancaria;B;36.91;2;5;N;N;44;1822;133.835;20;2188;73.574;81;3051;0;0;18;585;47.065;14;881;36.839;90;2495;0;0;59;2723;184.675;14;1378;47.994;153;9834;2;0;59;2910;202.518;37;1892;86.274;132;4296;0;0;64;3603;241.366;13;869;35.506;113;5647;0;0;40;2436;159.843;19;982;44.575;104;3947;0;1;86;4576;311.444;17;901;40.449;147;5705;0;0;48;2879;197.085;0;0;0;26;1300;0;1;108;6347;436.716;0;0;0;157;18240;0;2;85
6;Domiciliazione Bancaria;B;46.72;2;7;N;N;130;16647;69.999;0;0;0;166;19541;0;0;184;18342;813.373;0;0;0;236;26708;0;0;226;20490;926.658;0;0;0;277;27690;0;2;247;21370;981.377;0;0;0;257;28809;0;0;299;30589;1.348.355;0;0;0;194;17326;0;0;268;26429;1.174.965;0;0;0;167;19677;0;0;284;25574;1.162.441;0;0;0;197;19556;0;0;108;8065;384.595;0;0;0;97;8010;0;0;184;22619;957.707;0;0;0;101;10131;0;0;251
7;Domiciliazione Bancaria;M;27.21;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Carta di Credito;M;19.5;4;5;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;5064;244.883;0;0;0;79;22488;5;1;40;5727;150.036;0;0;0;21;2411;0;0;26;2622;78.708;0;0;0;34;8094;0;0;1016
8;Carta di Credito;B;44.85;2;5;N;N;26;4014;301.564;49;3491;130.318;45;3160;0;0;37;3704;291.721;67;4392;168.458;57;2704;0;0;56;3945;327.842;47;2929;114.395;36;2347;0;0;29;2163;176.959;50;2980;119.694;71;4371;0;1;99;6965;491.145;30;2875;96.619;96;4950;0;0;136;12076;759.176;0;0;0;50;2416;0;0;129;10492;670.764;0;0;0;57;2871;0;0;71;5565;358.426;0;0;0;50;2461;0;2;62;3195;226.699;0;0;0;28;1162;0;0;99
6;Carta di Credito;B;32.72;2;5;N;Y;151;24630;992.992;0;0;0;106;10104;0;1;278;47460;1.899.973;0;0;0;150;15208;2;2;314;51672;2.079.297;0;0;0;239;29776;0;0;210;22959;997.123;0;0;0;197;16851;0;0;280;36659;1.535.034;0;0;0;202;15512;0;1;173;19618;845.373;0;0;0;175;14830;0;0;146;16722;719.115;0;0;0;135;9457;0;0;193;15052;696.798;0;0;0;201;18892;0;0;236;26400;1.136.804;0;0;0;168;21570;0;2;1005
